id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs,name_clean,current_age,birth_decade,selection_decade,age_at_selection,is_male,is_female,is_military,is_veteran,mission_experience_level,total_eva_hrs_has_eva,total_eva_hrs_category,flight_hours_category,nationality_group,year_of_birth_is_outlier,year_of_selection_is_outlier,total_number_of_missions_is_outlier,total_hrs_sum_is_outlier,total_eva_hrs_is_outlier,nationality_encoded,military_civilian_encoded,occupation_encoded,selection_encoded,nationality_group_Canada,nationality_group_France,nationality_group_Germany,nationality_group_Italy,nationality_group_Japan,nationality_group_Other,nationality_group_Russia,nationality_group_USA,nationality_group_nan,mission_experience_level_Single,mission_experience_level_Couple,mission_experience_level_Multiple,mission_experience_level_Veteran,mission_experience_level_nan,flight_hours_category_Short,flight_hours_category_Medium,flight_hours_category_Long,flight_hours_category_Very_Long,flight_hours_category_nan
501,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,USA,civilian,NASA- 10,1984,3,5,msp,1994,STS-62,STS-62,STS-62,STS-62,335.0,1341.8,0,0.0,0.0,"Ivins, Marsha S.",74,1950,1980,33,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
502,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,USA,civilian,NASA- 10,1984,4,5,msp,1997,STS-81,STS-81,STS-81,STS-81,244.0,1341.8,0,0.0,0.0,"Ivins, Marsha S.",74,1950,1980,33,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
503,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,USA,civilian,NASA- 10,1984,5,5,msp,2001,STS-98,STS-98,STS-98,STS-98,309.0,1341.8,0,0.0,0.0,"Ivins, Marsha S.",74,1950,1980,33,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
504,228,139,"Low, G. David","Low, G. David",male,1956,USA,civilian,NASA- 10,1984,1,3,msp,1990,STS-32,STS-32,STS-32,STS-32,261.0,713.0,0,0.0,5.83,"Low, G. David",69,1950,1980,28,1,0,0,1,Multiple,1,Short,Long,USA,0,0,0,0,0,38.0,0.0,2.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
505,228,139,"Low, G. David","Low, G. David",male,1956,USA,civilian,NASA- 10,1984,2,3,msp,1991,STS-43,STS-43,STS-43,STS-43,213.0,713.0,0,0.0,5.83,"Low, G. David",69,1950,1980,28,1,0,0,1,Multiple,1,Short,Long,USA,0,0,0,0,0,38.0,0.0,2.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
506,228,139,"Low, G. David","Low, G. David",male,1956,USA,civilian,NASA- 10,1984,3,3,msp,1993,STS-57,STS-57,STS-57,STS-57,239.0,713.0,1,5.83,5.83,"Low, G. David",69,1950,1980,28,1,0,0,1,Multiple,1,Short,Long,USA,0,0,0,0,0,38.0,0.0,2.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
507,229,68,"Balandin, Aleksandr",Александр Николаевич Баландин,male,1953,Russia,civilian,NPOE-4,1978,1,1,flight engineer,1990,6,Soyuz TM­9,Mir,Soyuz TM­9,4297.0,4297.28,2,10.78,10.78,"Balandin, Aleksandr",72,1950,1970,25,1,0,0,0,Single,1,Medium,Very_Long,Russia,0,0,0,0,0,27.0,0.0,1.0,167.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
508,230,140,"Casper, John H.","Casper, John H.",male,1943,USA,military,NASA- 10,1984,1,4,pilot,1990,STS-36,STS-36,STS-36,STS-36,106.0,825.0,0,0.0,0.0,"Casper, John H.",82,1940,1980,41,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
509,230,140,"Casper, John H.","Casper, John H.",male,1943,USA,military,NASA- 10,1984,2,4,commander,1993,STS-54,STS-54,STS-54,STS-54,143.0,825.0,0,0.0,0.0,"Casper, John H.",82,1940,1980,41,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
510,230,140,"Casper, John H.","Casper, John H.",male,1943,USA,military,NASA- 10,1984,3,4,commander,1994,STS-62,STS-62,STS-62,STS-62,335.0,825.0,0,0.0,0.0,"Casper, John H.",82,1940,1980,41,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
511,230,140,"Casper, John H.","Casper, John H.",male,1943,USA,military,NASA- 10,1984,4,4,commander,1996,STS-77,STS-77,STS-77,STS-77,241.0,825.0,0,0.0,0.0,"Casper, John H.",82,1940,1980,41,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
512,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,USA,military,1985 NASA group,1985,1,3,msp,1990,STS-36,STS-36,STS-36,STS-36,106.0,654.85,0,0.0,17.7,"Thuot, Pierre J.",70,1950,1980,30,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,32.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
513,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,USA,military,1985 NASA group,1985,2,3,msp,1992,STS-49,STS-49,STS-49,STS-49,213.0,654.85,3,17.7,17.7,"Thuot, Pierre J.",70,1950,1980,30,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,32.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
514,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,USA,military,1985 NASA group,1985,3,3,msp,1994,STS-62,STS-62,STS-62,STS-62,335.0,654.85,0,0.0,17.7,"Thuot, Pierre J.",70,1950,1980,30,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,32.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
515,232,69,"Manakov, Gennadi",Геннадий Михайлович Манаков,male,1950,Russia,military,GKNII-2 / TsPK-9,1985,1,2,commander,1990,7,Soyuz TM­10,Mir,Soyuz TM­10,3140.0,7437.3,1,2.75,12.72,"Manakov, Gennadi",75,1950,1980,35,1,0,1,1,Couple,1,Medium,Very_Long,Russia,0,0,0,0,0,27.0,1.0,0.0,84.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
516,232,69,"Manakov, Gennadi",Геннадий Михайлович Манаков,male,1950,Russia,military,GKNII-2 / TsPK-9,1985,2,2,commander,1993,13,Soyuz TM­16,Mir,Soyuz TM­16,4296.0,7437.3,2,9.97,12.72,"Manakov, Gennadi",75,1950,1980,35,1,0,1,1,Couple,1,Medium,Very_Long,Russia,0,0,0,0,0,27.0,1.0,0.0,84.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
517,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,USA,military,NASA- 11,1985,1,4,pilot,1990,STS-41,STS-41,STS-41,STS-41,98.0,910.0,0,0.0,0.0,"Cabana, Robert D.",76,1940,1980,36,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
518,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,USA,military,NASA- 11,1985,2,4,pilot,1992,STS-53,STS-53,STS-53,STS-53,175.0,910.0,0,0.0,0.0,"Cabana, Robert D.",76,1940,1980,36,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
519,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,USA,military,NASA- 11,1985,3,4,commander,1994,STS-65,STS-65,STS-65,STS-65,354.0,910.0,0,0.0,0.0,"Cabana, Robert D.",76,1940,1980,36,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
520,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,USA,military,NASA- 11,1985,4,4,commander,1998,STS-88,STS-88,STS-88,STS-88,283.0,910.0,0,0.0,0.0,"Cabana, Robert D.",76,1940,1980,36,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
521,234,143,"Melnick, Bruce E.","Melnick, Bruce E.",male,1949,USA,military,NASA- 12,1987,1,2,msp,1990,STS-41,STS-41,STS-41,STS-41,98.0,311.0,0,0.0,0.0,"Melnick, Bruce E.",76,1940,1980,38,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,131.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
522,234,143,"Melnick, Bruce E.","Melnick, Bruce E.",male,1949,USA,military,NASA- 13,1987,2,2,msp,1992,STS-49,STS-49,STS-49,STS-49,213.0,311.0,0,0.0,0.0,"Melnick, Bruce E.",76,1940,1980,38,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,132.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
523,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,USA,military,NASA- 12,1987,1,4,msp,1990,STS-41,STS-41,STS-41,STS-41,98.0,814.0,0,0.0,30.15,"Akers, Thomas D.",74,1950,1980,36,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
524,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,USA,military,NASA- 12,1987,2,4,msp,1992,STS-49,STS-49,STS-49,STS-49,213.0,814.0,2,16.72,30.15,"Akers, Thomas D.",74,1950,1980,36,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
525,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,USA,military,NASA- 12,1987,3,4,msp,1993,STS-61,STS-61,STS-61,STS-61,260.0,814.0,2,13.43,30.15,"Akers, Thomas D.",74,1950,1980,36,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
526,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,USA,military,NASA- 12,1987,4,4,msp,1996,STS-79,STS-79,STS-79,STS-79,243.0,814.0,0,0.0,30.15,"Akers, Thomas D.",74,1950,1980,36,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
527,236,145,"Culbertson, Frank L., Jr.","Culbertson, Frank L., Jr.",male,1949,USA,military,NASA- 10,1984,1,3,pilot,1990,STS-38,STS-38,STS-38,STS-38,118.0,3447.0,0,0.0,5.07,"Culbertson, Frank L., Jr.",76,1940,1980,35,1,0,1,1,Multiple,1,Short,Very_Long,USA,0,0,0,0,0,38.0,1.0,5.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
528,236,145,"Culbertson, Frank L., Jr.","Culbertson, Frank L., Jr.",male,1949,USA,military,NASA- 10,1984,2,3,commander,1993,STS-51,STS-51,STS-51,STS-51,236.0,3447.0,0,0.0,5.07,"Culbertson, Frank L., Jr.",76,1940,1980,35,1,0,1,1,Multiple,1,Short,Very_Long,USA,0,0,0,0,0,38.0,1.0,0.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
529,236,145,"Culbertson, Frank L., Jr.","Culbertson, Frank L., Jr.",male,1949,USA,military,NASA- 10,1984,3,3,commander,2001,3,STS-105,ISS,STS-108,3093.0,3447.0,1,5.07,5.07,"Culbertson, Frank L., Jr.",76,1940,1980,35,1,0,1,1,Multiple,1,Short,Very_Long,USA,0,0,0,0,0,38.0,1.0,0.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
530,237,146,"Meade, Carl J.","Meade, Carl J.",male,1950,USA,military,NASA- 11,1985,1,3,msp,1990,STS-38,STS-38,STS-38,STS-38,117.0,710.0,0,0.0,6.85,"Meade, Carl J.",75,1950,1980,35,1,0,1,1,Multiple,1,Short,Long,USA,0,0,0,0,0,38.0,1.0,2.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
531,237,146,"Meade, Carl J.","Meade, Carl J.",male,1950,USA,military,NASA- 11,1985,2,3,msp,1992,STS-50,STS-50,STS-50,STS-50,331.0,710.0,0,0.0,6.85,"Meade, Carl J.",75,1950,1980,35,1,0,1,1,Multiple,1,Short,Long,USA,0,0,0,0,0,38.0,1.0,2.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
532,237,146,"Meade, Carl J.","Meade, Carl J.",male,1950,USA,military,NASA- 11,1985,3,3,msp,1994,STS-64,STS-64,STS-64,STS-64,262.0,710.0,3,6.85,6.85,"Meade, Carl J.",75,1950,1980,35,1,0,1,1,Multiple,1,Short,Long,USA,0,0,0,0,0,38.0,1.0,2.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
533,238,147,"Gemar, Charles D.","Gemar, Charles D.",male,1955,USA,military,NASA Astronaut Group 11,1985,1,3,msp,1990,STS-38,STS-38,STS-38,STS-38,118.0,581.5,0,0.0,0.0,"Gemar, Charles D.",70,1950,1980,30,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,2.0,111.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
534,238,147,"Gemar, Charles D.","Gemar, Charles D.",male,1955,USA,military,NASA Astronaut Group 11,1985,2,3,msp,1991,STS-48,STS-48,STS-48,STS-48,128.5,581.5,0,0.0,0.0,"Gemar, Charles D.",70,1950,1980,30,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,2.0,111.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
535,238,147,"Gemar, Charles D.","Gemar, Charles D.",male,1955,USA,military,NASA Astronaut Group 11,1985,3,3,msp,1994,STS-62,STS-62,STS-62,STS-62,335.0,581.5,0,0.0,0.0,"Gemar, Charles D.",70,1950,1980,30,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,2.0,111.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
536,239,148,"Durrance, Samuel Thornton","Durrance, Samuel Thornton",male,1943,USA,civilian,PS for Astro-1,1984,1,2,psp,1990,Astro-1,STS-35,STS-35,STS-35,215.15,614.69,0,0.0,0.0,"Durrance, Samuel Thornton",82,1940,1980,41,1,0,0,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,0.0,6.0,175.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
537,239,148,"Durrance, Samuel Thornton","Durrance, Samuel Thornton",male,1943,USA,civilian,PS for Astro-2,1984,2,2,psp,1995,Astro-2,STS-67,STS-67,STS-67,399.54,614.69,0,0.0,0.0,"Durrance, Samuel Thornton",82,1940,1980,41,1,0,0,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,0.0,6.0,176.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
538,240,149,"Parise, Ronald Anthony","Parise, Ronald Anthony",male,1951,USA,civilian,PS for Astro-1,1984,1,2,psp,1990,STS-35,STS-35,STS-35,STS-35,215.15,614.69,0,0.0,0.0,"Parise, Ronald Anthony",74,1950,1980,33,1,0,0,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,0.0,6.0,175.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
539,240,149,"Parise, Ronald Anthony","Parise, Ronald Anthony",male,1951,USA,civilian,PS for Astro-1,1984,2,2,psp,1995,STS-67,STS-67,STS-67,STS-67,399.54,614.69,0,0.0,0.0,"Parise, Ronald Anthony",74,1950,1980,33,1,0,0,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,0.0,6.0,175.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
540,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,Russia,military,GKNII-2 / TsPK-9,1985,1,4,commander,1991,8,Soyuz TM­11,Mir,Soyuz TM­11,4201.0,13338.55,4,20.75,38.05,"Afanasyev, Viktor Mikhaylovich",77,1940,1980,37,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,84.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
541,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,Russia,military,GKNII-2 / TsPK-9,1985,2,4,commander,1994,15,Soyuz TM­18,Mir,Soyuz TM­18,4368.0,13338.55,0,0.0,38.05,"Afanasyev, Viktor Mikhaylovich",77,1940,1980,37,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,84.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
542,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,Russia,military,GKNII-2 / TsPK-9,1985,3,4,commander,1999,27,Soyuz TM­29,Mir,Soyuz TM­29,4532.0,13338.55,3,17.47,38.05,"Afanasyev, Viktor Mikhaylovich",77,1940,1980,37,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,84.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
543,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,Russia,military,GKNII-2 / TsPK-9,1985,4,4,commander,2001,Soyuz TM­33/32,Soyuz TM­33,Soyuz TM­33,Soyuz TM­32,236.208,13338.55,0,0.0,38.05,"Afanasyev, Viktor Mikhaylovich",77,1940,1980,37,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,84.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
544,242,1,"Akiyama, Toyohiro",秋山豊寛,male,1942,Japan,civilian,TBS,1989,1,1,other (journalist),1990,Soyuz TM-11/10,Soyuz TM-11,Soyuz TM-11,Soyuz TM-10,189.9,189.9,0,0.0,0.0,"Akiyama, Toyohiro",83,1940,1980,47,1,0,0,0,Single,0,No_EVA,Medium,Japan,0,0,0,0,0,17.0,0.0,3.0,198.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
545,243,150,"Cameron, Kenneth D.","Cameron, Kenneth D.",male,1949,USA,military,NASA- 10,1984,1,3,pilot,1991,STS-37,STS-37,STS-37,STS-37,143.0,561.0,0,0.0,0.0,"Cameron, Kenneth D.",76,1940,1980,35,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
546,243,150,"Cameron, Kenneth D.","Cameron, Kenneth D.",male,1949,USA,military,NASA- 10,1984,2,3,commander,1993,STS-56,STS-56,STS-56,STS-56,222.0,561.0,0,0.0,0.0,"Cameron, Kenneth D.",76,1940,1980,35,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
547,243,150,"Cameron, Kenneth D.","Cameron, Kenneth D.",male,1949,USA,military,NASA- 10,1984,3,3,commander,1995,STS-74,STS-74,STS-74,STS-74,196.0,561.0,0,0.0,0.0,"Cameron, Kenneth D.",76,1940,1980,35,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
548,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,USA,civilian,NASA Astronaut Group 11,1985,1,4,msp,1991,STS-37,STS-37,STS-37,STS-37,143.5,917.99,0,0.0,10.23,"Godwin, Linda M.",73,1950,1980,33,0,1,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,111.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
549,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,USA,civilian,NASA Astronaut Group 12,1985,2,4,msp,1994,STS-59,STS-59,STS-59,STS-59,269.82,917.99,0,0.0,10.23,"Godwin, Linda M.",73,1950,1980,33,0,1,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,112.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
550,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,USA,civilian,NASA Astronaut Group 13,1985,3,4,msp,1996,STS-76,STS-76,STS-76,STS-76,221.67,917.99,1,6.03,10.23,"Godwin, Linda M.",73,1950,1980,33,0,1,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,113.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
551,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,USA,civilian,NASA Astronaut Group 14,1985,4,4,msp,2001,STS-108,STS-108,STS-108,STS-108,283.0,917.99,1,4.2,10.23,"Godwin, Linda M.",73,1950,1980,33,0,1,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,114.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
552,245,152,"Apt, Jerome","Apt, Jerome",male,1949,USA,civilian,NASA- 11,1985,1,4,msp,1991,STS-37,STS-37,STS-37,STS-37,143.5,847.0,2,10.82,10.82,"Apt, Jerome",76,1940,1980,36,1,0,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
553,245,152,"Apt, Jerome","Apt, Jerome",male,1949,USA,civilian,NASA- 11,1985,2,4,msp,1992,STS-47,STS-47,STS-47,STS-47,190.5,847.0,0,0.0,10.82,"Apt, Jerome",76,1940,1980,36,1,0,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
554,245,152,"Apt, Jerome","Apt, Jerome",male,1949,USA,civilian,NASA- 11,1985,3,4,msp,1994,STS-59,STS-59,STS-59,STS-59,270.0,847.0,0,0.0,10.82,"Apt, Jerome",76,1940,1980,36,1,0,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
555,245,152,"Apt, Jerome","Apt, Jerome",male,1949,USA,civilian,NASA- 11,1985,4,4,msp,1996,STS-79,STS-79,STS-79,STS-79,243.0,847.0,0,0.0,10.82,"Apt, Jerome",76,1940,1980,36,1,0,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
556,246,153,"Hammond, L. Blaine, Jr.","Hammond, L. Blaine, Jr.",male,1952,USA,military,NASA Astronaut Group 10,1984,1,2,pilot,1991,STS-39,STS-39,STS-39,STS-39,199.0,461.0,0,0.0,0.0,"Hammond, L. Blaine, Jr.",73,1950,1980,32,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,110.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
557,246,153,"Hammond, L. Blaine, Jr.","Hammond, L. Blaine, Jr.",male,1952,USA,military,NASA Astronaut Group 11,1984,2,2,pilot,1994,STS-64,STS-64,STS-64,STS-64,262.0,461.0,0,0.0,0.0,"Hammond, L. Blaine, Jr.",73,1950,1980,32,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,111.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
558,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,USA,civilian,NASA Astronaut Group 12,1987,1,4,msp,1991,STS-39,STS-39,STS-39,STS-39,199.0,816.0,0,0.0,18.49,"Harbaugh, Gregory J.",69,1950,1980,31,1,0,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,112.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
559,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,USA,civilian,NASA Astronaut Group 13,1987,2,4,msp,1993,STS-54,STS-54,STS-54,STS-54,143.0,816.0,1,4.47,18.49,"Harbaugh, Gregory J.",69,1950,1980,31,1,0,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,113.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
560,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,USA,civilian,NASA Astronaut Group 14,1987,3,4,msp,1995,STS-71,STS-71,STS-71,STS-71,235.0,816.0,0,0.0,18.49,"Harbaugh, Gregory J.",69,1950,1980,31,1,0,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,114.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
561,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,USA,civilian,NASA Astronaut Group 15,1987,4,4,msp,1997,STS-82,STS-82,STS-82,STS-82,239.0,816.0,2,14.02,18.49,"Harbaugh, Gregory J.",69,1950,1980,31,1,0,0,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,115.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
